date,max_temp,min_temp,crowd_level
2013-01-10,60°F,48°F,7
2013-01-11,56°F,40°F,8
2013-01-12,56°F,35°F,8
2013-01-13,56°F,35°F,8
2013-01-14,56°F,42°F,3
2013-01-15,61°F,34°F,2
2013-01-16,69°F,37°F,2
2013-01-17,79°F,42°F,1
2013-01-18,80°F,46°F,8
2013-01-19,79°F,44°F,9
2013-01-20,80°F,44°F,10
2013-01-21,81°F,43°F,9
2013-01-22,81°F,42°F,4
2013-01-23,74°F,52°F,5
2013-01-24,68°F,55°F,4
2013-01-25,67°F,60°F,5
2013-01-26,66°F,57°F,8
2013-01-27,61°F,51°F,6
2013-01-28,61°F,42°F,2
2013-01-29,59°F,41°F,2
2013-01-30,68°F,43°F,2
2013-01-31,78°F,45°F,2
2013-02-01,72°F,47°F,5
2013-02-02,73°F,54°F,5
2013-02-03,73°F,54°F,8
2013-02-04,65°F,50°F,4
2013-02-05,59°F,54°F,2
2013-02-06,63°F,51°F,2
2013-02-07,61°F,45°F,3
2013-02-08,54°F,45°F,6
2013-02-09,57°F,38°F,8
2013-02-10,56°F,42°F,7
2013-02-11,62°F,41°F,5
2013-02-12,62°F,41°F,4
2013-02-13,66°F,41°F,2
2013-02-14,72°F,42°F,5
2013-02-15,82°F,49°F,8
2013-02-16,82°F,47°F,9
2013-02-17,66°F,47°F,10
2013-02-18,62°F,53°F,10
2013-02-19,57°F,47°F,8
2013-02-20,60°F,43°F,8
2013-02-21,63°F,44°F,8
2013-02-22,64°F,41°F,9
2013-02-23,63°F,42°F,10
2013-02-24,70°F,47°F,7
2013-02-25,67°F,43°F,2
2013-02-26,69°F,41°F,3
2013-02-27,77°F,46°F,2
2013-02-28,81°F,45°F,2
2013-03-01,87°F,48°F,7
2013-03-02,83°F,52°F,9
2013-03-03,68°F,53°F,7
2013-03-04,67°F,54°F,2
2013-03-05,62°F,52°F,2
2013-03-06,64°F,50°F,2
2013-03-07,61°F,55°F,2
2013-03-08,57°F,49°F,9
2013-03-09,63°F,50°F,8
2013-03-10,74°F,45°F,9
2013-03-11,73°F,46°F,8
2013-03-12,76°F,48°F,8
2013-03-13,76°F,50°F,8
2013-03-14,78°F,52°F,6
2013-03-15,69°F,55°F,8
2013-03-16,66°F,53°F,8
2013-03-17,67°F,55°F,8
2013-03-18,64°F,56°F,8
2013-03-19,67°F,52°F,8
2013-03-20,70°F,52°F,8
2013-03-21,70°F,54°F,8
2013-03-22,69°F,53°F,8
2013-03-23,70°F,53°F,9
2013-03-24,74°F,55°F,9
2013-03-25,73°F,54°F,10
2013-03-26,69°F,56°F,5
2013-03-27,68°F,56°F,10
2013-03-28,73°F,57°F,10
2013-03-29,71°F,57°F,9
2013-03-30,69°F,58°F,9
2013-03-31,69°F,57°F,10
2013-04-01,68°F,56°F,9
2013-04-02,70°F,56°F,10
2013-04-03,74°F,56°F,8
2013-04-04,73°F,59°F,7
2013-04-05,69°F,59°F,8
2013-04-06,71°F,59°F,8
2013-04-07,71°F,57°F,8
2013-04-08,69°F,57°F,7
2013-04-09,75°F,52°F,7
2013-04-10,81°F,50°F,8
2013-04-11,73°F,54°F,7
2013-04-12,72°F,58°F,7
2013-04-13,63°F,57°F,8
2013-04-14,63°F,56°F,7
2013-04-15,66°F,57°F,3
2013-04-16,66°F,52°F,5
2013-04-17,73°F,53°F,3
2013-04-18,80°F,51°F,7
2013-04-19,87°F,50°F,7
2013-04-20,79°F,54°F,8
2013-04-21,75°F,56°F,7
2013-04-22,71°F,58°F,8
2013-04-23,73°F,58°F,8
2013-04-24,64°F,60°F,7
2013-04-25,72°F,59°F,8
2013-04-26,77°F,55°F,6
2013-04-27,76°F,55°F,7
2013-04-28,74°F,59°F,6
2013-04-29,70°F,58°F,3
2013-04-30,68°F,60°F,4
2013-05-01,76°F,61°F,2
2013-05-02,92°F,58°F,2
2013-05-03,91°F,58°F,7
2013-05-04,72°F,60°F,7
2013-05-05,68°F,60°F,8
2013-05-06,68°F,59°F,3
2013-05-07,71°F,58°F,2
2013-05-08,72°F,59°F,2
2013-05-09,72°F,57°F,2
2013-05-10,78°F,59°F,7
2013-05-11,81°F,61°F,7
2013-05-12,87°F,62°F,8
2013-05-13,96°F,65°F,5
2013-05-14,80°F,62°F,5
2013-05-15,73°F,61°F,5
2013-05-16,74°F,62°F,5
2013-05-17,72°F,62°F,6
2013-05-18,74°F,61°F,7
2013-05-19,75°F,61°F,7
2013-05-20,80°F,60°F,5
2013-05-21,77°F,64°F,5
2013-05-22,74°F,64°F,5
2013-05-23,72°F,60°F,5
2013-05-24,72°F,62°F,10
2013-05-25,74°F,59°F,9
2013-05-26,71°F,59°F,9
2013-05-27,75°F,61°F,9
2013-05-28,75°F,63°F,9
2013-05-29,79°F,62°F,6
2013-05-30,77°F,63°F,6
2013-05-31,80°F,64°F,6
2013-06-01,81°F,65°F,0
2013-06-02,72°F,64°F,6
2013-06-03,74°F,64°F,6
2013-06-04,74°F,63°F,6
2013-06-05,76°F,63°F,6
2013-06-06,74°F,62°F,6
2013-06-07,75°F,62°F,8
2013-06-08,72°F,63°F,8
2013-06-09,73°F,62°F,7
2013-06-10,77°F,62°F,7
2013-06-11,82°F,61°F,7
2013-06-12,72°F,65°F,7
2013-06-13,76°F,64°F,7
2013-06-14,74°F,62°F,8
2013-06-15,75°F,62°F,8
2013-06-16,77°F,62°F,8
2013-06-17,77°F,62°F,7
2013-06-18,76°F,62°F,7
2013-06-19,80°F,63°F,8
2013-06-20,78°F,61°F,10
2013-06-21,78°F,62°F,9
2013-06-22,76°F,64°F,8
2013-06-23,74°F,65°F,7
2013-06-24,76°F,65°F,8
2013-06-25,78°F,64°F,8
2013-06-26,83°F,64°F,8
2013-06-27,85°F,66°F,8
2013-06-28,87°F,65°F,9
2013-06-29,89°F,68°F,9
2013-06-30,86°F,69°F,10
2013-07-01,91°F,68°F,10
2013-07-02,79°F,67°F,10
2013-07-03,82°F,67°F,10
2013-07-04,81°F,66°F,9
2013-07-05,79°F,66°F,10
2013-07-06,79°F,67°F,10
2013-07-07,83°F,68°F,10
2013-07-08,89°F,64°F,10
2013-07-09,81°F,66°F,10
2013-07-10,79°F,68°F,10
2013-07-11,75°F,70°F,10
2013-07-12,84°F,68°F,9
2013-07-13,82°F,66°F,9
2013-07-14,84°F,66°F,10
2013-07-15,85°F,67°F,10
2013-07-16,84°F,62°F,10
2013-07-17,88°F,62°F,10
2013-07-18,82°F,63°F,10
2013-07-19,78°F,64°F,10
2013-07-20,75°F,66°F,9
2013-07-21,72°F,66°F,10
2013-07-22,83°F,67°F,9
2013-07-23,82°F,67°F,9
2013-07-24,83°F,65°F,9
2013-07-25,80°F,64°F,9
2013-07-26,83°F,67°F,9
2013-07-27,78°F,65°F,9
2013-07-28,77°F,64°F,9
2013-07-29,77°F,65°F,9
2013-07-30,79°F,62°F,9
2013-07-31,77°F,63°F,9
2013-08-01,77°F,63°F,10
2013-08-02,79°F,64°F,10
2013-08-03,78°F,65°F,9
2013-08-04,79°F,64°F,10
2013-08-05,79°F,62°F,10
2013-08-06,78°F,63°F,10
2013-08-07,77°F,62°F,10
2013-08-08,78°F,61°F,10
2013-08-09,76°F,62°F,10
2013-08-10,76°F,63°F,9
2013-08-11,79°F,63°F,10
2013-08-12,78°F,64°F,10
2013-08-13,81°F,64°F,10
2013-08-14,79°F,65°F,10
2013-08-15,81°F,65°F,10
2013-08-16,84°F,65°F,10
2013-08-17,86°F,64°F,10
2013-08-18,78°F,64°F,10
2013-08-19,79°F,67°F,8
2013-08-20,85°F,65°F,8
2013-08-21,88°F,64°F,8
2013-08-22,91°F,65°F,8
2013-08-23,88°F,65°F,8
2013-08-24,81°F,62°F,9
2013-08-25,86°F,63°F,7
2013-08-26,91°F,67°F,8
2013-08-27,89°F,69°F,8
2013-08-28,93°F,69°F,8
2013-08-29,95°F,70°F,8
2013-08-30,94°F,76°F,8
2013-08-31,93°F,77°F,8
2013-09-01,92°F,74°F,8
2013-09-02,90°F,70°F,6
2013-09-03,93°F,73°F,5
2013-09-04,97°F,73°F,4
2013-09-05,96°F,72°F,4
2013-09-06,96°F,72°F,7
2013-09-07,95°F,71°F,7
2013-09-08,86°F,68°F,4
2013-09-09,81°F,67°F,1
2013-09-10,78°F,64°F,1
2013-09-11,78°F,63°F,1
2013-09-12,86°F,62°F,1
2013-09-13,84°F,63°F,6
2013-09-14,85°F,64°F,7
2013-09-15,89°F,66°F,6
2013-09-16,90°F,65°F,1
2013-09-17,77°F,64°F,1
2013-09-18,77°F,65°F,1
2013-09-19,78°F,64°F,1
2013-09-20,71°F,67°F,5
2013-09-21,76°F,64°F,6
2013-09-22,76°F,61°F,6
2013-09-23,92°F,59°F,1
2013-09-24,86°F,61°F,1
2013-09-25,75°F,64°F,1
2013-09-26,75°F,62°F,1
2013-09-27,85°F,56°F,5
2013-09-28,89°F,55°F,7
2013-09-29,85°F,56°F,7
2013-09-30,81°F,58°F,1
2013-10-01,78°F,59°F,1
2013-10-02,75°F,64°F,2
2013-10-03,74°F,63°F,1
2013-10-04,88°F,61°F,4
2013-10-05,92°F,67°F,7
2013-10-06,93°F,56°F,7
2013-10-07,82°F,59°F,1
2013-10-08,72°F,60°F,2
2013-10-09,65°F,56°F,1
2013-10-10,68°F,51°F,4
2013-10-11,74°F,52°F,6
2013-10-12,73°F,54°F,9
2013-10-13,70°F,59°F,9
2013-10-14,85°F,53°F,7
2013-10-15,86°F,55°F,5
2013-10-16,86°F,61°F,3
2013-10-17,80°F,54°F,5
2013-10-18,81°F,53°F,5
2013-10-19,79°F,54°F,8
2013-10-20,74°F,58°F,6
2013-10-21,73°F,58°F,2
2013-10-22,74°F,55°F,3
2013-10-23,68°F,58°F,2
2013-10-24,70°F,60°F,4
2013-10-25,73°F,58°F,5
2013-10-26,74°F,56°F,9
2013-10-27,70°F,58°F,8
2013-10-28,65°F,58°F,2
2013-10-29,67°F,53°F,4
2013-10-30,71°F,50°F,3
2013-10-31,79°F,49°F,2
2013-11-01,86°F,51°F,6
2013-11-02,79°F,53°F,9
2013-11-03,68°F,59°F,8
2013-11-04,67°F,56°F,3
2013-11-05,78°F,50°F,4
2013-11-06,81°F,49°F,2
2013-11-07,86°F,52°F,3
2013-11-08,75°F,50°F,8
2013-11-09,75°F,54°F,10
2013-11-10,81°F,50°F,10
2013-11-11,78°F,49°F,9
2013-11-12,76°F,53°F,5
2013-11-13,90°F,52°F,3
2013-11-14,88°F,55°F,3
2013-11-15,68°F,60°F,7
2013-11-16,66°F,57°F,8
2013-11-17,68°F,54°F,7
2013-11-18,68°F,52°F,4
2013-11-19,65°F,58°F,1
2013-11-20,65°F,56°F,1
2013-11-21,64°F,56°F,1
2013-11-22,62°F,54°F,6
2013-11-23,67°F,52°F,8
2013-11-24,68°F,47°F,8
2013-11-25,72°F,46°F,8
2013-11-26,76°F,48°F,10
2013-11-27,73°F,51°F,9
2013-11-28,72°F,49°F,10
2013-11-29,68°F,55°F,10
2013-11-30,76°F,53°F,10
2013-12-01,80°F,50°F,10
2013-12-02,72°F,48°F,1
2013-12-03,65°F,49°F,1
2013-12-04,61°F,47°F,1
2013-12-05,60°F,43°F,1
2013-12-06,59°F,45°F,7
2013-12-07,57°F,44°F,9
2013-12-08,55°F,37°F,8
2013-12-09,62°F,38°F,3
2013-12-10,69°F,43°F,3
2013-12-11,72°F,39°F,2
2013-12-12,66°F,44°F,3
2013-12-13,65°F,44°F,9
2013-12-14,75°F,42°F,9
2013-12-15,82°F,44°F,8
2013-12-16,81°F,51°F,2
2013-12-17,76°F,51°F,3
2013-12-18,69°F,54°F,6
2013-12-19,57°F,48°F,5
2013-12-20,61°F,42°F,10
2013-12-21,61°F,45°F,9
2013-12-22,68°F,43°F,8
2013-12-23,76°F,44°F,8
2013-12-24,77°F,47°F,5
2013-12-25,83°F,51°F,9
2013-12-26,82°F,47°F,10
2013-12-27,81°F,45°F,10
2013-12-28,70°F,50°F,10
2013-12-29,78°F,46°F,10
2013-12-30,74°F,42°F,10
2013-12-31,69°F,41°F,10
2014-01-01,70°F,43°F,10
2014-01-02,76°F,44°F,10
2014-01-03,66°F,46°F,10
2014-01-04,67°F,47°F,10
2014-01-05,78°F,44°F,9
2014-01-06,79°F,50°F,4
2014-01-07,68°F,45°F,5
2014-01-08,66°F,47°F,3
2014-01-09,63°F,49°F,4
2014-01-10,69°F,44°F,6
2014-01-11,72°F,45°F,8
2014-01-12,70°F,49°F,9
2014-01-13,82°F,48°F,4
2014-01-14,85°F,53°F,6
2014-01-15,87°F,51°F,5
2014-01-16,87°F,50°F,5
2014-01-17,86°F,50°F,6
2014-01-18,81°F,46°F,8
2014-01-19,77°F,45°F,9
2014-01-20,80°F,44°F,10
2014-01-21,73°F,48°F,6
2014-01-22,72°F,51°F,4
2014-01-23,67°F,50°F,4
2014-01-24,71°F,53°F,4
2014-01-25,73°F,56°F,6
2014-01-26,67°F,51°F,6
2014-01-27,69°F,51°F,4
2014-01-28,69°F,51°F,4
2014-01-29,71°F,54°F,3
2014-01-30,61°F,56°F,3
2014-01-31,63°F,56°F,5
2014-02-01,65°F,43°F,6
2014-02-02,62°F,44°F,4
2014-02-03,62°F,46°F,2
2014-02-04,62°F,48°F,2
2014-02-05,63°F,47°F,2
2014-02-06,60°F,52°F,3
2014-02-07,62°F,52°F,6
2014-02-08,65°F,51°F,8
2014-02-09,65°F,56°F,8
2014-02-10,67°F,53°F,6
2014-02-11,73°F,52°F,3
2014-02-12,76°F,50°F,5
2014-02-13,78°F,50°F,6
2014-02-14,76°F,48°F,7
2014-02-15,76°F,49°F,10
2014-02-16,71°F,53°F,10
2014-02-17,67°F,50°F,10
2014-02-18,67°F,56°F,8
2014-02-19,66°F,52°F,8
2014-02-20,81°F,48°F,8
2014-02-21,75°F,53°F,10
2014-02-22,72°F,49°F,10
2014-02-23,71°F,48°F,9
2014-02-24,71°F,49°F,4
2014-02-25,68°F,55°F,4
2014-02-26,66°F,56°F,3
2014-02-27,69°F,58°F,4
2014-02-28,63°F,57°F,8
2014-03-01,63°F,54°F,9
2014-03-02,61°F,54°F,8
2014-03-03,68°F,51°F,4
2014-03-04,65°F,53°F,4
2014-03-05,73°F,52°F,4
2014-03-06,68°F,58°F,3
2014-03-07,72°F,57°F,8
2014-03-08,84°F,52°F,8
2014-03-09,85°F,56°F,10
2014-03-10,77°F,55°F,6
2014-03-11,73°F,52°F,6
2014-03-12,78°F,53°F,6
2014-03-13,68°F,58°F,6
2014-03-14,71°F,52°F,10
2014-03-15,82°F,52°F,9
2014-03-16,90°F,54°F,9
2014-03-17,73°F,55°F,7
2014-03-18,72°F,56°F,7
2014-03-19,76°F,53°F,6
2014-03-20,72°F,56°F,7
2014-03-21,67°F,56°F,7
2014-03-22,66°F,58°F,8
2014-03-23,68°F,52°F,7
2014-03-24,67°F,58°F,5
2014-03-25,64°F,58°F,5
2014-03-26,67°F,56°F,5
2014-03-27,67°F,52°F,6
2014-03-28,69°F,54°F,6
2014-03-29,74°F,52°F,6
2014-03-30,72°F,57°F,6
2014-03-31,66°F,52°F,7
2014-04-01,64°F,53°F,7
2014-04-02,63°F,49°F,6
2014-04-03,67°F,47°F,7
2014-04-04,65°F,52°F,7
2014-04-05,68°F,52°F,7
2014-04-06,83°F,50°F,7
2014-04-07,85°F,54°F,5
2014-04-08,91°F,56°F,5
2014-04-09,86°F,56°F,5
2014-04-10,75°F,51°F,6
2014-04-11,78°F,56°F,8
2014-04-12,67°F,58°F,8
2014-04-13,67°F,57°F,9
2014-04-14,83°F,53°F,9
2014-04-15,74°F,57°F,10
2014-04-16,70°F,57°F,10
2014-04-17,68°F,59°F,10
2014-04-18,70°F,62°F,10
2014-04-19,75°F,56°F,10
2014-04-20,75°F,57°F,9
2014-04-21,78°F,59°F,8
2014-04-22,70°F,59°F,8
2014-04-23,72°F,55°F,8
2014-04-24,76°F,54°F,7
2014-04-25,69°F,57°F,6
2014-04-26,68°F,53°F,8
2014-04-27,69°F,54°F,8
2014-04-28,80°F,56°F,0
2014-04-29,94°F,59°F,0
2014-04-30,93°F,65°F,0
2014-05-01,95°F,65°F,0
2014-05-02,92°F,59°F,0
2014-05-03,86°F,61°F,0
2014-05-04,79°F,59°F,0
2014-05-05,70°F,60°F,0
2014-05-06,69°F,56°F,0
2014-05-07,69°F,56°F,0
2014-05-08,71°F,57°F,0
2014-05-09,71°F,56°F,0
2014-05-10,72°F,60°F,0
2014-05-11,81°F,56°F,0
2014-05-12,91°F,57°F,0
2014-05-13,96°F,60°F,0
2014-05-14,102°F,68°F,0
2014-05-15,101°F,65°F,0
2014-05-16,90°F,65°F,0
2014-05-17,79°F,63°F,0
2014-05-18,74°F,63°F,0
2014-05-19,72°F,62°F,0
2014-05-20,71°F,60°F,0
2014-05-21,72°F,58°F,0
2014-05-22,70°F,61°F,0
2014-05-23,72°F,62°F,10
2014-05-24,70°F,62°F,8
2014-05-25,77°F,64°F,10
2014-05-26,80°F,65°F,10
2014-05-27,79°F,65°F,7
2014-05-28,76°F,65°F,5
2014-05-29,76°F,64°F,5
2014-05-30,81°F,61°F,5
2014-05-31,80°F,61°F,6
2014-06-01,80°F,59°F,7
2014-06-02,78°F,60°F,7
2014-06-03,84°F,58°F,7
2014-06-04,81°F,58°F,7
2014-06-05,79°F,61°F,6
2014-06-06,74°F,61°F,6
2014-06-07,74°F,63°F,6
2014-06-08,78°F,63°F,7
2014-06-09,79°F,62°F,8
2014-06-10,72°F,65°F,8
2014-06-11,77°F,65°F,8
2014-06-12,78°F,63°F,8
2014-06-13,76°F,62°F,7
2014-06-14,78°F,63°F,7
2014-06-15,75°F,64°F,6
2014-06-16,76°F,65°F,8
2014-06-17,74°F,62°F,8
2014-06-18,74°F,61°F,8
2014-06-19,81°F,61°F,8
2014-06-20,80°F,61°F,7
2014-06-21,78°F,63°F,6
2014-06-22,77°F,65°F,7
2014-06-23,76°F,66°F,9
2014-06-24,78°F,65°F,8
2014-06-25,77°F,65°F,8
2014-06-26,77°F,66°F,8
2014-06-27,79°F,66°F,7
2014-06-28,78°F,67°F,5
2014-06-29,80°F,67°F,6
2014-06-30,77°F,66°F,8
2014-07-01,80°F,67°F,7
2014-07-02,79°F,66°F,7
2014-07-03,84°F,67°F,7
2014-07-04,84°F,67°F,6
2014-07-05,89°F,68°F,6
2014-07-06,89°F,69°F,7
2014-07-07,84°F,68°F,7
2014-07-08,82°F,67°F,8
2014-07-09,84°F,68°F,7
2014-07-10,83°F,68°F,7
2014-07-11,82°F,68°F,5
2014-07-12,80°F,66°F,5
2014-07-13,80°F,67°F,6
2014-07-14,79°F,69°F,7
2014-07-15,78°F,68°F,8
2014-07-16,81°F,68°F,7
2014-07-17,80°F,66°F,8
2014-07-18,80°F,64°F,7
2014-07-19,74°F,66°F,6
2014-07-20,81°F,67°F,7
2014-07-21,82°F,66°F,8
2014-07-22,87°F,65°F,8
2014-07-23,90°F,65°F,8
2014-07-24,92°F,66°F,8
2014-07-25,83°F,71°F,7
2014-07-26,83°F,69°F,6
2014-07-27,88°F,69°F,7
2014-07-28,89°F,71°F,7
2014-07-29,86°F,69°F,8
2014-07-30,87°F,68°F,8
2014-07-31,87°F,68°F,7
2014-08-01,83°F,69°F,6
2014-08-02,83°F,68°F,6
2014-08-03,85°F,73°F,7
2014-08-04,85°F,69°F,9
2014-08-05,85°F,63°F,9
2014-08-06,80°F,66°F,8
2014-08-07,79°F,65°F,8
2014-08-08,81°F,68°F,7
2014-08-09,81°F,68°F,5
2014-08-10,84°F,66°F,6
2014-08-11,84°F,67°F,7
2014-08-12,83°F,68°F,6
2014-08-13,82°F,67°F,5
2014-08-14,84°F,65°F,5
2014-08-15,91°F,65°F,3
2014-08-16,91°F,68°F,4
2014-08-17,86°F,68°F,4
2014-08-18,85°F,67°F,7
2014-08-19,79°F,70°F,7
2014-08-20,81°F,68°F,5
2014-08-21,84°F,67°F,5
2014-08-22,82°F,68°F,4
2014-08-23,81°F,66°F,4
2014-08-24,82°F,67°F,4
2014-08-25,83°F,66°F,2
2014-08-26,85°F,66°F,3
2014-08-27,92°F,67°F,3
2014-08-28,93°F,69°F,2
2014-08-29,85°F,67°F,2
2014-08-30,86°F,67°F,3
2014-08-31,84°F,70°F,2
2014-09-01,82°F,68°F,3
2014-09-02,83°F,69°F,1
2014-09-03,82°F,69°F,1
2014-09-04,81°F,68°F,1
2014-09-05,85°F,66°F,1
2014-09-06,91°F,67°F,2
2014-09-07,93°F,69°F,3
2014-09-08,87°F,74°F,1
2014-09-09,89°F,71°F,1
2014-09-10,90°F,65°F,1
2014-09-11,93°F,68°F,2
2014-09-12,92°F,69°F,2
2014-09-13,93°F,69°F,3
2014-09-14,100°F,71°F,3
2014-09-15,98°F,73°F,2
2014-09-16,99°F,74°F,3
2014-09-17,95°F,75°F,2
2014-09-18,82°F,68°F,2
2014-09-19,80°F,69°F,3
2014-09-20,79°F,68°F,4
2014-09-21,81°F,67°F,4
2014-09-22,82°F,62°F,4
2014-09-23,86°F,62°F,3
2014-09-24,93°F,63°F,2
2014-09-25,89°F,69°F,4
2014-09-26,81°F,66°F,3
2014-09-27,76°F,63°F,4
2014-09-28,77°F,64°F,4
2014-09-29,82°F,62°F,3
2014-09-30,86°F,62°F,3
2014-10-01,81°F,65°F,3
2014-10-02,98°F,61°F,3
2014-10-03,100°F,61°F,4
2014-10-04,95°F,62°F,6
2014-10-05,89°F,62°F,6
2014-10-06,91°F,61°F,6
2014-10-07,92°F,64°F,5
2014-10-08,84°F,64°F,4
2014-10-09,77°F,68°F,5
2014-10-10,80°F,65°F,6
2014-10-11,82°F,65°F,8
2014-10-12,78°F,66°F,7
2014-10-13,79°F,66°F,6
2014-10-14,77°F,68°F,5
2014-10-15,78°F,66°F,5
2014-10-16,77°F,62°F,4
2014-10-17,77°F,61°F,5
2014-10-18,77°F,64°F,7
2014-10-19,77°F,60°F,6
2014-10-20,77°F,64°F,5
2014-10-21,78°F,65°F,3
2014-10-22,82°F,58°F,3
2014-10-23,85°F,59°F,3
2014-10-24,86°F,58°F,4
2014-10-25,81°F,63°F,6
2014-10-26,75°F,61°F,6
2014-10-27,76°F,58°F,4
2014-10-28,79°F,58°F,3
2014-10-29,85°F,57°F,3
2014-10-30,80°F,59°F,3
2014-10-31,71°F,60°F,3
2014-11-01,67°F,57°F,5
2014-11-02,69°F,52°F,7
2014-11-03,75°F,50°F,4
2014-11-04,81°F,51°F,4
2014-11-05,88°F,51°F,2
2014-11-06,91°F,57°F,3
2014-11-07,90°F,56°F,4
2014-11-08,88°F,55°F,5
2014-11-09,75°F,58°F,8
2014-11-10,70°F,63°F,5
2014-11-11,69°F,64°F,4
2014-11-12,69°F,58°F,2
2014-11-13,70°F,56°F,3
2014-11-14,72°F,61°F,4
2014-11-15,71°F,57°F,4
2014-11-16,76°F,56°F,5
2014-11-17,79°F,56°F,3
2014-11-18,79°F,51°F,3
2014-11-19,72°F,52°F,2
2014-11-20,70°F,52°F,2
2014-11-21,71°F,56°F,4
2014-11-22,71°F,52°F,4
2014-11-23,80°F,52°F,8
2014-11-24,82°F,49°F,9
2014-11-25,82°F,49°F,9
2014-11-26,85°F,49°F,8
2014-11-27,89°F,51°F,6
2014-11-28,79°F,50°F,7
2014-11-29,72°F,49°F,7
2014-11-30,67°F,59°F,6
2014-12-01,70°F,58°F,3
2014-12-02,63°F,59°F,3
2014-12-03,67°F,61°F,3
2014-12-04,70°F,60°F,3
2014-12-05,69°F,56°F,4
2014-12-06,73°F,57°F,5
2014-12-07,76°F,54°F,6
2014-12-08,78°F,55°F,4
2014-12-09,75°F,52°F,4
2014-12-10,70°F,53°F,3
2014-12-11,67°F,59°F,3
2014-12-12,64°F,55°F,4
2014-12-13,65°F,49°F,5
2014-12-14,65°F,47°F,6
2014-12-15,65°F,47°F,5
2014-12-16,61°F,55°F,4
2014-12-17,65°F,52°F,4
2014-12-18,63°F,48°F,5
2014-12-19,68°F,49°F,5
2014-12-20,63°F,49°F,6
2014-12-21,67°F,51°F,9
2014-12-22,73°F,49°F,10
2014-12-23,81°F,50°F,10
2014-12-24,74°F,51°F,8
2014-12-25,67°F,50°F,10
2014-12-26,64°F,43°F,10
2014-12-27,64°F,45°F,10
2014-12-28,62°F,40°F,10
2014-12-29,62°F,41°F,10
2014-12-30,58°F,47°F,10
2014-12-31,63°F,41°F,10
2015-01-01,58°F,36°F,9
2015-01-02,60°F,38°F,10
2015-01-03,62°F,40°F,10
2015-01-04,69°F,40°F,8
2015-01-05,81°F,44°F,8
2015-01-06,85°F,49°F,6
2015-01-07,80°F,48°F,5
2015-01-08,71°F,49°F,5
2015-01-09,70°F,54°F,5
2015-01-10,63°F,51°F,5
2015-01-11,63°F,56°F,4
2015-01-12,65°F,54°F,2
2015-01-13,70°F,55°F,2
2015-01-14,73°F,48°F,2
2015-01-15,76°F,46°F,2
2015-01-16,72°F,46°F,5
2015-01-17,75°F,47°F,7
2015-01-18,72°F,50°F,7
2015-01-19,68°F,48°F,8
2015-01-20,63°F,54°F,3
2015-01-21,73°F,55°F,3
2015-01-22,73°F,47°F,3
2015-01-23,77°F,46°F,4
2015-01-24,82°F,55°F,5
2015-01-25,82°F,55°F,6
2015-01-26,77°F,57°F,3
2015-01-27,72°F,54°F,2
2015-01-28,74°F,53°F,2
2015-01-29,75°F,59°F,2
2015-01-30,69°F,60°F,4
2015-01-31,70°F,56°F,5
2015-02-01,74°F,49°F,7
2015-02-02,73°F,49°F,4
2015-02-03,71°F,54°F,4
2015-02-04,71°F,55°F,3
2015-02-05,75°F,53°F,3
2015-02-06,73°F,54°F,5
2015-02-07,72°F,53°F,7
2015-02-08,78°F,59°F,7
2015-02-09,74°F,58°F,6
2015-02-10,76°F,51°F,4
2015-02-11,87°F,51°F,3
2015-02-12,88°F,55°F,3
2015-02-13,87°F,55°F,7
2015-02-14,85°F,55°F,8
2015-02-15,76°F,53°F,9
2015-02-16,70°F,55°F,9
2015-02-17,70°F,57°F,7
2015-02-18,72°F,53°F,5
2015-02-19,72°F,56°F,5
2015-02-20,68°F,55°F,6
2015-02-21,68°F,57°F,6
2015-02-22,65°F,54°F,6
2015-02-23,65°F,51°F,4
2015-02-24,73°F,46°F,4
2015-02-25,71°F,49°F,3
2015-02-26,68°F,50°F,4
2015-02-27,65°F,54°F,5
2015-02-28,64°F,55°F,7
2015-03-01,62°F,51°F,8
2015-03-02,61°F,50°F,5
2015-03-03,66°F,46°F,5
2015-03-04,73°F,47°F,4
2015-03-05,78°F,46°F,4
2015-03-06,87°F,47°F,6
2015-03-07,86°F,52°F,7
2015-03-08,74°F,53°F,7
2015-03-09,71°F,54°F,7
2015-03-10,79°F,55°F,7
2015-03-11,74°F,60°F,7
2015-03-12,88°F,54°F,7
2015-03-13,91°F,61°F,8
2015-03-14,93°F,61°F,7
2015-03-15,91°F,65°F,9
2015-03-16,88°F,62°F,8
2015-03-17,81°F,59°F,9
2015-03-18,71°F,62°F,8
2015-03-19,74°F,59°F,7
2015-03-20,76°F,60°F,8
2015-03-21,72°F,60°F,8
2015-03-22,70°F,60°F,9
2015-03-23,70°F,58°F,8
2015-03-24,72°F,55°F,9
2015-03-25,82°F,56°F,9
2015-03-26,91°F,56°F,8
2015-03-27,87°F,60°F,8
2015-03-28,79°F,59°F,8
2015-03-29,78°F,59°F,9
2015-03-30,77°F,58°F,10
2015-03-31,72°F,58°F,10
2015-04-01,74°F,59°F,10
2015-04-02,73°F,54°F,10
2015-04-03,85°F,52°F,10
2015-04-04,80°F,53°F,10
2015-04-05,69°F,57°F,7
2015-04-06,66°F,55°F,8
2015-04-07,66°F,50°F,8
2015-04-08,70°F,49°F,8
2015-04-09,73°F,51°F,8
2015-04-10,71°F,53°F,8
2015-04-11,72°F,53°F,7
